FileName,Specification File	,Recipe Name,CalculationParameters,Correction File Name,Software_Version,Machine ID,Operator,WaferID,TEST_Number,X,Y,Timestamp,Temperature(C),Test,Mode,CurrentRange_A,VoltageLimit_V,StartValue_A,StepValue_A,StopValue_A,SweepPoints,PulseWidth_ns,Duty_%,Iop_A,PfA_A,PfB_A,PfC_A,Ith_A,SE_A,RS_A,Factor_W/A,Iop_WL_A,PulseWidth_WL_ns,Duty_WL_%,Num_Pulse_WL,IntegrationTime_WL_ms,SweepPoints_Criteria Name,SweepPoints_Min,SweepPoints_Max,Iop(A),Vop(V),Pop(W),Ipk(A),Ppk(W),Ith(A),SE(W/A),RS(Ohm),PfA(W),VfA(V),PfB(W),VfB(V),PfC(W),VfC(V),PfD(W),IfD(A),PfE(W),IfE(A),WLp(nm),WLCentroid(nm),WLc_FWHM(nm),WLc_PowTh%(nm),SW_PowTh%(nm),SW_dBTh(nm),ST(ms),INT,Pop1(W),ForceCurrent_1A,ForceCurrent_2A,ForceCurrent_3A,ForceCurrent_4A,ForceCurrent_5A,ForceCurrent_6A,ForceCurrent_7A,ForceCurrent_8A,ForceCurrent_9A,ForceCurrent_10A,MsrtVoltage_1A,MsrtVoltage_2A,MsrtVoltage_3A,MsrtVoltage_4A,MsrtVoltage_5A,MsrtVoltage_6A,MsrtVoltage_7A,MsrtVoltage_8A,MsrtVoltage_9A,MsrtVoltage_10A,OpticalPower_1A,OpticalPower_2A,OpticalPower_3A,OpticalPower_4A,OpticalPower_5A,OpticalPower_6A,OpticalPower_7A,OpticalPower_8A,OpticalPower_9A,OpticalPower_10A,Pce_1A,Pce_2A,Pce_3A,Pce_4A,Pce_5A,Pce_6A,Pce_7A,Pce_8A,Pce_9A,Pce_10A,EmitterMapping,Iop(A)_Correction_Name,Iop(A)_CF_MO,Iop(A)_Value,Vop(V)_Correction_Name,Vop(V)_CF_MO,Vop(V)_Value,Pop(W)_Correction_Name,Pop(W)_CF_MO,Pop(W)_Value,Ipk(A)_Correction_Name,Ipk(A)_CF_MO,Ipk(A)_Value,Ppk(W)_Correction_Name,Ppk(W)_CF_MO,Ppk(W)_Value,Ith(A)_Correction_Name,Ith(A)_CF_MO,Ith(A)_Value,SE(W/A)_Correction_Name,SE(W/A)_CF_MO,SE(W/A)_Value,RS(Ohm)_Correction_Name,RS(Ohm)_CF_MO,RS(Ohm)_Value,PfA(W)_Correction_Name,PfA(W)_CF_MO,PfA(W)_Value,VfA(V)_Correction_Name,VfA(V)_CF_MO,VfA(V)_Value,PfB(W)_Correction_Name,PfB(W)_CF_MO,PfB(W)_Value,VfB(V)_Correction_Name,VfB(V)_CF_MO,VfB(V)_Value,PfC(W)_Correction_Name,PfC(W)_CF_MO,PfC(W)_Value,VfC(V)_Correction_Name,VfC(V)_CF_MO,VfC(V)_Value,PfD(W)_Correction_Name,PfD(W)_CF_MO,PfD(W)_Value,PfE(W)_Correction_Name,PfE(W)_CF_MO,PfE(W)_Value,WLp(nm)_Correction_Name,WLp(nm)_CF_MO,WLp(nm)_Value,WLCentroid(nm)_Correction_Name,WLCentroid(nm)_CF_MO,WLCentroid(nm)_Value,WLc_FWHM(nm)_Correction_Name,WLc_FWHM(nm)_CF_MO,WLc_FWHM(nm)_Value,WLc_PowTh%(nm)_Correction_Name,WLc_PowTh%(nm)_CF_MO,WLc_PowTh%(nm)_Value,SW_PowTh%(nm)_Correction_Name,SW_PowTh%(nm)_CF_MO,SW_PowTh%(nm)_Value,SW_dBTh(nm)_Correction_Name,SW_dBTh(nm)_CF_MO,SW_dBTh(nm)_Value,ST(ms)_Correction_Name,ST(ms)_CF_MO,ST(ms)_Value,Pop1(W)_Correction_Name,Pop1(W)_CF_MO,Pop1(W)_Value
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,43,215,-64,2022/03/09 17:36:20.970,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.7061,34.4116,10.0000,41.9560,0.0000,0.0000,0.0000,14.3566,10.8857,22.3232,12.9246,34.4116,15.7061,5.9752,1.0000,5.9752,1.0000,905.6428,905.7204,905.7463,905.7258,2.9047,2.7091,30,2225,10.5944,-1.396772,-0.442634,0.603945,1.646741,2.617674,3.633828,4.623957,5.64539,6.558931,7.554499,8.5473388541667,9.8108763020833,10.8857327604167,11.93666859375,12.9245985416667,13.82101984375,14.7445144791667,15.7061475,16.4859686458333,17.3057417708333,5.97516331101739,10.5943788673488,14.3566243562423,18.2923503049656,22.3231573621383,26.5422278391877,30.3358547776677,34.4115757446347,37.9270266892009,41.9560137561204,69.9067091285914,53.9930304956509,43.9615922731653,38.3112552746572,34.5436762158178,32.0070782755229,29.3919039910749,27.3870277105149,25.5618227057769,24.243984633373,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,44,214,-64,2022/03/09 17:36:22.128,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.6012,34.1284,10.0000,41.7601,0.0000,0.0000,0.0000,14.2355,10.9164,22.1568,12.9121,34.1284,15.6012,6.3202,1.0000,6.3202,1.0000,905.6428,905.7095,905.7319,905.7258,2.8219,2.7110,30,2225,10.2621,-1.299768,-0.363381,0.67242,1.691226,2.586651,3.641873,4.584525,5.523747,6.510596,7.523301,8.6032880729167,9.8076427083333,10.91643328125,11.9409018229167,12.9120984383138,13.861410041504,14.7465580208333,15.6011597395833,16.46417046875,17.3195946354167,6.32023881593828,10.2620774933635,14.2355057891954,18.133847591721,22.156800132645,26.5619529268211,30.1883716295921,34.1283501699203,38.0251574708598,41.7601045928755,73.4630615919337,52.3167380712394,43.46812254648,37.9658250705131,34.3194411636448,31.9375311834426,29.2449567717461,27.3444015858399,25.6618911033601,24.1114792071869,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,45,193,-64,2022/03/09 17:36:23.494,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.6845,34.6607,10.0000,42.0396,0.0000,0.0000,0.0000,14.4333,10.8885,22.5648,12.9441,34.6607,15.6845,5.9756,1.0000,5.9756,1.0000,905.5598,905.6222,905.6439,905.6428,2.7391,2.6756,30,2363,10.5658,-1.475587,-0.319895,0.566063,1.623848,2.711394,3.589768,4.654161,5.652005,6.600326,7.617027,8.5606921875,9.8522268229167,10.8885169791667,11.9436778645833,12.94411046875,13.8468888541667,14.7859179166667,15.6844784375,16.4917823958333,17.3576288020833,5.97561682166037,10.565751193864,14.4332973933389,18.4832649034553,22.5647640420918,26.3463751789085,30.6617415781626,34.6606779890218,38.1525805793069,42.0395578511911,69.8029632508658,53.6211324798551,44.1850725890237,38.6883862596963,34.864912651307,31.7115460091006,29.6244630977084,27.6233906399397,25.704775373425,24.2196433225634,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,46,192,-64,2022/03/09 17:36:24.638,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.6377,34.2473,10.0000,42.0807,0.0000,0.0000,0.0000,14.6112,10.9450,22.4676,12.8625,34.2473,15.6377,6.3617,1.0000,6.3617,1.0000,905.5598,905.6055,905.6261,905.5598,2.7391,2.6654,30,2347,10.3772,-1.356865,-0.318492,0.683385,1.601145,2.647347,3.614933,4.66131,5.713408,6.521334,7.596756,8.5586636458333,9.8031355729167,10.9450017032878,11.9194125520833,12.8625334375,13.7452765104167,14.7066665104167,15.6376678645833,16.4310371354167,17.3455465104167,6.36174173092812,10.3771547038752,14.6111894522969,18.0038298076272,22.4675729939622,26.3739932336171,30.4224098860256,34.2472561997966,37.8134453203512,42.0806592977428,74.3310170160183,52.9277322887605,44.4988188776245,37.7615711532706,34.9349109226946,31.9794624400971,29.5516224024541,27.375610366237,25.5704730617841,24.2602095428193,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,47,171,-64,2022/03/09 17:36:25.993,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.6820,34.6516,10.0000,41.9116,0.0000,0.0000,0.0000,14.9245,10.9847,22.8000,13.0020,34.6516,15.6820,6.4897,1.0000,6.4897,1.0000,905.5598,905.5840,905.6075,905.5598,2.7395,2.6912,30,2263,10.4596,-1.376152,-0.419677,0.658683,1.6002,2.665792,3.570394,4.684632,5.641587,6.598685,7.592568,8.5802471875,9.8143367749023,10.9846807291667,11.9904668229167,13.00198859375,13.9310685416667,14.8344489811198,15.6819811458333,16.5195163541667,17.3926051041667,6.48966741838283,10.4596390663146,14.9245059228477,18.6454403094496,22.8000379291629,26.8889226001427,30.8788637249743,34.6515988546381,38.3359877180016,41.9116351375765,75.6349703751799,53.287549154939,45.2888475347912,38.875551270893,35.0716165681345,32.1690119219499,29.7366370132065,27.6205526364928,25.7849812280653,24.0973878763773,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,48,170,-64,2022/03/09 17:36:27.145,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.6354,34.2407,10.0000,41.4380,0.0000,0.0000,0.0000,14.6665,10.9181,22.6283,12.9370,34.2407,15.6354,6.3354,1.0000,6.3354,1.0000,905.5598,905.5445,905.5668,905.5598,2.9055,2.7156,30,2247,10.5560,-1.42574,-0.354233,0.633673,1.724072,2.646722,3.652164,4.69308,5.501505,6.520831,7.477117,8.5357757291667,9.8152628125,10.9181002083333,11.996934375,12.9369790047201,13.9202695833333,14.7977444270833,15.6353521875,16.48631703125,17.3524682291667,6.33542473134315,10.5559776677738,14.6664776968511,18.8716320882963,22.6282733984093,26.7358858053385,30.8862323203673,34.2407405157367,38.020552479182,41.4380064649014,74.2220148743486,53.7732808047202,44.7772579996925,39.3259467344054,34.9823144803022,32.0107375857976,29.8175098553131,27.3744557406829,25.6243151397163,23.8801799937895,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,49,149,-64,2022/03/09 17:36:28.526,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.5785,34.7711,10.0000,41.9584,0.0000,0.0000,0.0000,15.0225,10.9177,23.0940,12.9681,34.7711,15.5785,6.1478,1.0000,6.1478,1.0000,905.3938,905.4851,905.5019,905.4768,2.8227,2.6688,30,2343,10.6249,-1.376261,-0.371396,0.6286,1.573238,2.687727,3.661253,4.656349,5.63954,6.507646,7.599198,8.566344300944,9.8254540625,10.9177271875,11.8618586458333,12.9681384375,13.8182777083333,14.7214082291667,15.5784996875,16.3732704166667,17.2328289583333,6.14783583884864,10.6249202070553,15.0225177508955,18.4936049461194,23.0940243449416,27.0156513168838,30.71246488495,34.7710996525707,37.9943499724483,41.9584270275101,71.7673213084741,54.0683419792604,45.8658274837495,38.9770387135232,35.6165604743401,32.5844410414376,29.8035005569072,27.8999104134452,25.7834527492192,24.3479623275784,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,50,148,-64,2022/03/09 17:36:29.708,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.7429,34.4289,10.0000,41.9703,0.0000,0.0000,0.0000,14.5065,10.9733,22.6285,13.0033,34.4289,15.7429,6.4966,1.0000,6.4966,1.0000,905.3938,905.5196,905.5393,905.4768,2.8227,2.6513,30,2377,10.7568,-1.398196,-0.354525,0.601324,1.654493,2.639615,3.604043,4.637082,5.510887,6.482695,7.608199,8.60180234375,9.8500890625,10.97332296875,12.01197828125,13.003271875,13.9122365625,14.8489085416667,15.74293046875,16.5605385205078,17.37651046875,6.4965548324783,10.756826379729,14.5065222626279,18.8340814070426,22.6284607271141,27.0064666111697,30.5909909439895,34.428937024207,37.9652009475913,41.9702658856768,75.5255070142207,54.6026858816993,44.0660266233539,39.198542001282,34.8042568741785,32.3533728621378,29.4307258419988,27.3368235765802,25.4723338593106,24.1534489684545,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,51,127,-64,2022/03/09 17:36:31.092,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.5989,34.6937,10.0000,41.8429,0.0000,0.0000,0.0000,14.8025,10.8878,22.8351,12.8592,34.6937,15.5989,6.2233,1.0000,6.2233,1.0000,905.3938,905.4564,905.4822,905.4768,2.7399,2.6801,30,2226,10.7054,-1.459918,-0.4178,0.641419,1.587494,2.595567,3.65415,4.642106,5.606357,6.44154,7.571011,8.4927994791667,9.82054171875,10.8878105208333,11.8885250227865,12.8591611979167,13.79545734375,14.727335625,15.5988822395833,16.344141875,17.219285538737,6.22325891046831,10.7054369327181,14.8025249421186,18.7733706435298,22.8350920714992,26.9498461791012,30.9028992082336,34.6937114068858,37.8702694604795,41.8429224203898,73.2768850334251,54.5053279101629,45.3183399110857,39.4779222139569,35.5156790089834,32.5588410585396,29.976229233185,27.8014402522765,25.7450513463011,24.3000340091107,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,52,126,-64,2022/03/09 17:36:32.272,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.5349,34.2429,10.0000,41.8064,0.0000,0.0000,0.0000,14.8723,10.9472,22.5136,12.8298,34.2429,15.5349,6.6294,1.0000,6.6294,1.0000,905.3938,905.4756,905.4943,905.4768,2.8227,2.6828,30,2288,10.4283,-1.406228,-0.395734,0.659838,1.64722,2.547404,3.54001,4.653683,5.49406,6.477714,7.537893,8.5823241666667,9.7819380208333,10.9472361458333,11.8910122916667,12.8298121875,13.7380719270833,14.6509965625,15.5348593229167,16.33725984375,17.19441953125,6.6293516703166,10.4283463905071,14.8723105651203,18.8933678869247,22.5135619470193,26.7675586912725,30.4686590501071,34.2428653246185,37.9105516140328,41.8064191814431,77.2442469146605,53.3040915220334,45.284826133279,39.7219501239716,35.095699949457,32.473696495094,29.7090068925933,27.5532470336762,25.783292626528,24.3139462227626,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,53,105,-64,2022/03/09 17:36:33.644,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.5707,34.3643,10.0000,42.1481,0.0000,0.0000,0.0000,14.7395,11.0328,22.3718,13.0121,34.3643,15.5707,6.4948,1.0000,6.4948,1.0000,905.4768,905.5370,905.5568,905.5598,2.8227,2.6860,30,2251,10.1352,-1.463203,-0.468101,0.772339,1.593589,2.611958,3.558017,4.589636,5.544834,6.500193,7.68453,8.5641734895833,9.8080680729167,11.0328186230469,12.0786055208333,13.0120977604167,13.8962060416667,14.792439375,15.5706971354167,16.3047915104167,17.1326680729167,6.49483743971486,10.1351554770043,14.7395300834033,18.6018824708238,22.3718421014116,26.379331276925,30.3504206473742,34.3642842495342,38.2027834640449,42.1480747700387,75.8372941371938,51.6674405278181,44.5323798236331,38.5017178488425,34.3862189069431,31.6385292477537,29.3107463095235,27.5873038556588,26.0337810239116,24.6009988582376,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
WD098-008-05_2inch_0309_90-03_0C__LIV_Summary_Log220309173455,Awei_Spec,Awei,Awei_CalcParam,Awei_Correction,Ver 1.03.03.02T-P15,MJT-01,5566,WD098-008-05_2inch_0309_90-03,54,104,-64,2022/03/09 17:36:34.821,0.0,LIV_WL,PULSE,30,25,1,1,10,10,100,0.1,8,3,5,8,0.004~0.008,0.004~0.008,0.004~0.008,5709.7733434,8,100,0.1,100,30,SweepPoints,1,10,8.0000,15.7380,34.7482,10.0000,41.8469,0.0000,0.0000,0.0000,14.5885,11.1708,22.6913,13.1969,34.7482,15.7380,6.0170,1.0000,6.0170,1.0000,905.4768,905.5684,905.5870,905.5598,2.9055,2.6984,30,2272,10.5138,-1.354834,-0.418609,0.59339,1.535925,2.610155,3.550877,4.564471,5.58872,6.505848,7.628223,8.5892681461589,9.9827499479167,11.1708060644531,12.1683574479167,13.1968575,14.0484965625,14.918452726237,15.7379633854167,16.41516078125,17.1768485416667,6.01699797183045,10.5137729264776,14.588524537678,18.1186066602707,22.6912979722941,26.606400338655,30.7284062487198,34.7481594486276,37.9752430486297,41.8469035561364,70.0525105217636,52.6597028941493,43.5316975740319,37.2248406118543,34.3889414162335,31.5649438835993,29.4251180186093,27.5989962913708,25.7047220315221,24.3623872298963,,Iop(A),+,0.0000,Vop(V),+,0.0000,Pop(W),*,1.0000,Ipk(A),+,0.0000,Ppk(W),+,0.0000,Ith(A),+,0.0000,SE(W/A),*,1.0000,RS(Ohm),+,0.0000,PfA(W),*,1.0000,VfA(V),+,0.0000,PfB(W),*,1.0000,VfB(V),+,0.0000,PfC(W),*,1.0000,VfC(V),+,0.0000,PfD(W),*,1.0000,PfE(W),*,1.0000,WLp(nm),+,0.0000,WLCentroid(nm),+,0.0000,WLc_FWHM(nm),+,0.0000,WLc_PowTh%(nm),+,0.0000,SW_PowTh%(nm),+,0.0000,SW_dBTh(nm),+,0.0000,ST(ms),+,0.0000,Pop1(W),*,1.0000
